100		0,000000
1100		0,000000
2100		0,000000
3100		0,001000
4100		0,001000
5100		0,001000
6100		0,001000
7100		0,000000
8100		0,001000
9100		0,001000
10100		0,001000
11100		0,001000
12100		0,001000
13100		0,002000
14100		0,001000
15100		0,002000
16100		0,001000
17100		0,002000
18100		0,001000
19100		0,002000
20100		0,002000
21100		0,002000
22100		0,002000
23100		0,002000
24100		0,002000
25100		0,003000
26100		0,002000
27100		0,003000
28100		0,003000
29100		0,002000
30100		0,003000
31100		0,003000
32100		0,003000
33100		0,003000
34100		0,004000
35100		0,003000
36100		0,004000
37100		0,003000
38100		0,003000
39100		0,005000
40100		0,004000
41100		0,004000
42100		0,004000
43100		0,004000
44100		0,004000
45100		0,004000
46100		0,004000
47100		0,004000
48100		0,004000
49100		0,004000
50100		0,004000
51100		0,004000
52100		0,005000
53100		0,005000
54100		0,005000
55100		0,006000
56100		0,006000
57100		0,006000
58100		0,006000
59100		0,006000
60100		0,005000
61100		0,006000
62100		0,006000
63100		0,006000
64100		0,006000
65100		0,006000
66100		0,006000
67100		0,006000
68100		0,006000
69100		0,006000
70100		0,007000
71100		0,007000
72100		0,007000
73100		0,007000
74100		0,007000
75100		0,007000
76100		0,007000
77100		0,007000
78100		0,007000
79100		0,008000
80100		0,008000
81100		0,007000
82100		0,008000
83100		0,008000
84100		0,008000
85100		0,008000
86100		0,008000
87100		0,009000
88100		0,008000
89100		0,008000
90100		0,008000
91100		0,009000
92100		0,009000
93100		0,009000
94100		0,009000
95100		0,009000
96100		0,009000
97100		0,009000
98100		0,010000
99100		0,009000
100100		0,009000
101100		0,010000
102100		0,010000
103100		0,009000
104100		0,010000
105100		0,010000
106100		0,010000
107100		0,010000
108100		0,010000
109100		0,010000
110100		0,010000
111100		0,010000
112100		0,011000
113100		0,011000
114100		0,010000
115100		0,011000
116100		0,011000
117100		0,012000
118100		0,012000
119100		0,011000
120100		0,011000
121100		0,012000
122100		0,012000
123100		0,012000
124100		0,011000
125100		0,012000
126100		0,012000
127100		0,012000
128100		0,012000
129100		0,012000
130100		0,012000
131100		0,013000
132100		0,013000
133100		0,013000
134100		0,013000
135100		0,013000
136100		0,013000
137100		0,013000
138100		0,013000
139100		0,013000
140100		0,014000
141100		0,014000
142100		0,013000
143100		0,013000
144100		0,014000
145100		0,014000
146100		0,014000
147100		0,014000
148100		0,015000
149100		0,014000
150100		0,015000
151100		0,014000
152100		0,015000
153100		0,015000
154100		0,015000
155100		0,015000
156100		0,028000
157100		0,015000
158100		0,015000
159100		0,015000
160100		0,015000
161100		0,015000
162100		0,016000
163100		0,016000
164100		0,016000
165100		0,016000
166100		0,016000
167100		0,016000
168100		0,016000
169100		0,016000
170100		0,016000
171100		0,016000
172100		0,016000
173100		0,016000
174100		0,017000
175100		0,017000
176100		0,016000
177100		0,018000
178100		0,017000
179100		0,017000
180100		0,017000
181100		0,017000
182100		0,018000
183100		0,017000
184100		0,019000
185100		0,018000
186100		0,018000
187100		0,017000
188100		0,019000
189100		0,018000
190100		0,019000
191100		0,018000
192100		0,019000
193100		0,018000
194100		0,018000
195100		0,019000
196100		0,019000
197100		0,019000
198100		0,019000
199100		0,021000
200100		0,020000
201100		0,019000
202100		0,019000
203100		0,020000
204100		0,020000
205100		0,020000
206100		0,020000
207100		0,020000
208100		0,021000
209100		0,021000
210100		0,020000
211100		0,020000
212100		0,021000
213100		0,020000
214100		0,020000
215100		0,021000
216100		0,021000
217100		0,021000
218100		0,021000
219100		0,022000
220100		0,021000
221100		0,021000
222100		0,021000
223100		0,021000
224100		0,021000
225100		0,021000
226100		0,022000
227100		0,021000
228100		0,022000
229100		0,022000
230100		0,022000
231100		0,022000
232100		0,023000
233100		0,022000
234100		0,023000
235100		0,022000
236100		0,023000
237100		0,023000
238100		0,024000
239100		0,023000
240100		0,023000
241100		0,023000
242100		0,024000
243100		0,023000
244100		0,023000
245100		0,024000
246100		0,025000
247100		0,025000
248100		0,024000
249100		0,024000
250100		0,024000
251100		0,024000
252100		0,024000
253100		0,025000
254100		0,024000
255100		0,024000
256100		0,025000
257100		0,024000
258100		0,025000
259100		0,026000
260100		0,026000
261100		0,025000
262100		0,025000
263100		0,026000
264100		0,025000
265100		0,025000
266100		0,026000
267100		0,027000
268100		0,025000
269100		0,026000
270100		0,026000
271100		0,027000
272100		0,026000
273100		0,027000
274100		0,040000
275100		0,026000
276100		0,028000
277100		0,026000
278100		0,027000
279100		0,027000
280100		0,027000
281100		0,029000
282100		0,027000
283100		0,028000
284100		0,027000
285100		0,028000
286100		0,028000
287100		0,028000
288100		0,028000
289100		0,028000
290100		0,028000
291100		0,028000
292100		0,030000
293100		0,028000
294100		0,029000
295100		0,029000
296100		0,029000
297100		0,029000
298100		0,029000
299100		0,029000
300100		0,030000
301100		0,029000
302100		0,028000
303100		0,030000
304100		0,030000
305100		0,029000
306100		0,031000
307100		0,030000
308100		0,030000
309100		0,030000
310100		0,031000
311100		0,031000
312100		0,031000
313100		0,031000
314100		0,031000
315100		0,032000
316100		0,031000
317100		0,031000
318100		0,032000
319100		0,031000
320100		0,031000
321100		0,032000
322100		0,031000
323100		0,032000
324100		0,032000
325100		0,032000
326100		0,031000
327100		0,032000
328100		0,032000
329100		0,032000
330100		0,032000
331100		0,032000
332100		0,033000
333100		0,032000
334100		0,033000
335100		0,032000
336100		0,033000
337100		0,033000
338100		0,032000
339100		0,033000
340100		0,033000
341100		0,033000
342100		0,034000
343100		0,034000
344100		0,034000
345100		0,034000
346100		0,034000
347100		0,034000
348100		0,034000
349100		0,034000
350100		0,036000
351100		0,034000
352100		0,036000
353100		0,036000
354100		0,035000
355100		0,041000
356100		0,035000
357100		0,036000
358100		0,035000
359100		0,036000
360100		0,035000
361100		0,037000
362100		0,035000
363100		0,035000
364100		0,035000
365100		0,036000
366100		0,035000
367100		0,037000
368100		0,036000
369100		0,036000
370100		0,036000
371100		0,037000
372100		0,036000
373100		0,038000
374100		0,037000
375100		0,038000
376100		0,037000
377100		0,036000
378100		0,039000
379100		0,038000
380100		0,039000
381100		0,039000
382100		0,038000
383100		0,039000
384100		0,037000
385100		0,038000
386100		0,038000
387100		0,039000
388100		0,038000
389100		0,038000
390100		0,038000
391100		0,038000
392100		0,038000
393100		0,038000
394100		0,038000
395100		0,038000
396100		0,039000
397100		0,039000
398100		0,038000
399100		0,038000
400100		0,039000
401100		0,040000
402100		0,040000
